"url","y_test","y_predicted","type"
"http://lenta.ru/news/2015/12/13/smet/",68.0,50.134074673027,"lenta.ru"
"http://lenta.ru/news/2015/12/12/dremov/",31.0,22.281200393342495,"lenta.ru"
"http://lenta.ru/news/2015/12/15/nodollars/",24.0,17.92758169616295,"lenta.ru"
"http://lenta.ru/news/2015/12/15/notsosweet/",29.0,17.52079503973677,"lenta.ru"
"http://lenta.ru/news/2015/12/13/climate/",7.0,16.818200724365195,"lenta.ru"
"http://lenta.ru/news/2015/12/17/hit/",4.0,16.071793445456024,"lenta.ru"
"http://lenta.ru/news/2015/12/14/generosity/",4.0,15.50169643077074,"lenta.ru"
"http://lenta.ru/news/2015/12/13/facebook/",7.0,15.236128328569004,"lenta.ru"
"http://lenta.ru/news/2015/12/16/china/",6.0,14.922507417535623,"lenta.ru"
"http://lenta.ru/news/2015/12/13/georgia/",8.0,14.3380563477221,"lenta.ru"
"http://lenta.ru/news/2015/12/16/ulyukaev/",5.0,14.279489108777797,"lenta.ru"
"http://lenta.ru/news/2015/12/16/lopatina/",3.0,13.668640852582726,"lenta.ru"
"http://lenta.ru/news/2015/12/16/frs/",10.0,13.635625627596472,"lenta.ru"
"http://lenta.ru/news/2015/12/13/burneddown/",4.0,13.281209898251268,"lenta.ru"
"http://lenta.ru/news/2015/12/14/criminal/",14.0,12.457124121284794,"lenta.ru"
"http://lenta.ru/news/2015/12/12/poroshenko/",20.0,12.453765960216252,"lenta.ru"
"http://lenta.ru/news/2015/12/14/center/",5.0,12.320940927247085,"lenta.ru"
"http://lenta.ru/news/2015/12/13/armenia/",3.0,12.313999217013272,"lenta.ru"
"http://lenta.ru/news/2015/12/16/ng/",13.0,12.143631615980677,"lenta.ru"
"http://lenta.ru/news/2015/12/16/pushkin/",3.0,12.022817922901131,"lenta.ru"
"http://lenta.ru/news/2015/12/14/avakov/",9.0,11.867637354653215,"lenta.ru"
"http://lenta.ru/news/2015/12/14/swearing/",18.0,11.821484465546144,"lenta.ru"
"http://lenta.ru/news/2015/12/15/putin_lukashenko/",4.0,11.76358960312512,"lenta.ru"
"http://lenta.ru/news/2015/12/15/jubeir/",3.0,11.638118415255276,"lenta.ru"
"http://lenta.ru/news/2015/12/15/montserrat_caballe/",13.0,11.629217862773865,"lenta.ru"
"http://lenta.ru/news/2015/12/13/fire23/",18.0,11.569425214646575,"lenta.ru"
"http://lenta.ru/news/2015/12/16/xray_machine/",5.0,11.522176824237649,"lenta.ru"
"http://lenta.ru/news/2015/12/16/usaoil4all/",8.0,11.423553701670592,"lenta.ru"
"http://lenta.ru/news/2015/12/14/dekanoidze/",5.0,11.346082300271918,"lenta.ru"
"http://lenta.ru/news/2015/12/14/mutko/",2.0,11.13978768365429,"lenta.ru"
"http://lenta.ru/news/2015/12/15/isis/",7.0,10.88537512081241,"lenta.ru"
"http://lenta.ru/news/2015/12/12/turkey/",3.0,10.633982579644634,"lenta.ru"
"http://lenta.ru/news/2015/12/16/bomb/",2.0,10.626712182248433,"lenta.ru"
"http://lenta.ru/news/2015/12/15/saak_kolom/",5.0,10.54340045103846,"lenta.ru"
"http://lenta.ru/news/2015/12/14/ignaem/",2.0,10.37877304903994,"lenta.ru"
"http://lenta.ru/news/2015/12/15/italy_pipeline/",9.0,10.31665595051377,"lenta.ru"
"http://lenta.ru/news/2015/12/15/iss2/",9.0,10.257711070146412,"lenta.ru"
"http://lenta.ru/news/2015/12/16/jonesstop/",2.0,10.249690453918571,"lenta.ru"
"http://lenta.ru/news/2015/12/14/lesya_end/",9.0,10.17915434730841,"lenta.ru"
"http://lenta.ru/news/2015/12/14/lung/",5.0,10.106927579545681,"lenta.ru"
"http://lenta.ru/news/2015/12/16/spice_crime/",4.0,10.04967312487358,"lenta.ru"
"http://lenta.ru/news/2015/12/12/hryvna/",5.0,10.01647568472021,"lenta.ru"
"http://lenta.ru/news/2015/12/13/downhouse/",2.0,9.823130258140253,"lenta.ru"
"http://lenta.ru/news/2015/12/12/il76td/",10.0,9.800292845554154,"lenta.ru"
"http://lenta.ru/news/2015/12/15/kerry1/",6.0,9.738626504984435,"lenta.ru"
"http://lenta.ru/news/2015/12/13/damandvvp/",2.0,9.697872634491503,"lenta.ru"
"http://lenta.ru/news/2015/12/16/peskov/",2.0,9.696187089848294,"lenta.ru"
"http://lenta.ru/news/2015/12/12/box/",16.0,9.680383235821864,"lenta.ru"
"http://lenta.ru/news/2015/12/16/premier_boom/",2.0,9.636876582791889,"lenta.ru"
"http://lenta.ru/news/2015/12/15/porosak/",8.0,9.567027173007912,"lenta.ru"
"http://lenta.ru/news/2015/12/14/chernomor/",20.0,9.533123446454532,"lenta.ru"
"http://lenta.ru/news/2015/12/13/actress/",2.0,9.433746859372825,"lenta.ru"
"http://lenta.ru/news/2015/12/15/ks/",36.0,9.33596265028307,"lenta.ru"
"http://lenta.ru/news/2015/12/13/nazapad/",3.0,9.279811913069917,"lenta.ru"
"http://lenta.ru/news/2015/12/13/obyski/",2.0,9.231929800274726,"lenta.ru"
"http://lenta.ru/news/2015/12/14/zoo/",4.0,9.203433595989578,"lenta.ru"
"http://lenta.ru/news/2015/12/14/bulgaryvisas/",4.0,9.200768660554665,"lenta.ru"
"http://lenta.ru/news/2015/12/15/putin1/",12.0,9.170766521514329,"lenta.ru"
"http://lenta.ru/news/2015/12/16/medvedev/",10.0,9.170702918245194,"lenta.ru"
"http://lenta.ru/news/2015/12/16/cpu/",12.0,9.149521255123211,"lenta.ru"
"http://lenta.ru/news/2015/12/12/salamandra/",3.0,9.060047604516413,"lenta.ru"
"http://lenta.ru/news/2015/12/16/glass/",11.0,8.874428461100264,"lenta.ru"
"http://lenta.ru/news/2015/12/14/no/",3.0,8.790065407023722,"lenta.ru"
"http://lenta.ru/news/2015/12/14/mikhalkov/",7.0,8.780609756201606,"lenta.ru"
"http://lenta.ru/news/2015/12/13/sputnik/",8.0,8.773183736391001,"lenta.ru"
"http://lenta.ru/news/2015/12/14/transtatoo/",2.0,8.764849860009477,"lenta.ru"
"http://lenta.ru/news/2015/12/16/opros/",9.0,8.755267702218786,"lenta.ru"
"http://lenta.ru/news/2015/12/16/sopka/",6.0,8.702373106596726,"lenta.ru"
"http://lenta.ru/news/2015/12/15/chernomor/",3.0,8.68615899637463,"lenta.ru"
"http://lenta.ru/news/2015/12/16/putinksir/",2.0,8.679316951459164,"lenta.ru"
"http://lenta.ru/news/2015/12/14/nurofen/",5.0,8.617552834407116,"lenta.ru"
"http://lenta.ru/news/2015/12/13/lightning/",4.0,8.586380258825837,"lenta.ru"
"http://lenta.ru/news/2015/12/14/chayka/",5.0,8.53621160131915,"lenta.ru"
"http://lenta.ru/news/2015/12/16/jonesrest/",2.0,8.525323627274547,"lenta.ru"
"http://lenta.ru/news/2015/12/13/maduro/",5.0,8.522317315799503,"lenta.ru"
"http://lenta.ru/news/2015/12/15/zemfira/",4.0,8.519623211911215,"lenta.ru"
"http://lenta.ru/news/2015/12/13/train/",3.0,8.431958612585152,"lenta.ru"
"http://lenta.ru/news/2015/12/16/yars/",3.0,8.395998093623257,"lenta.ru"
"http://lenta.ru/news/2015/12/12/lukashenkopeacemaker/",5.0,8.169834742356967,"lenta.ru"
"http://lenta.ru/news/2015/12/12/brilliantboy/",5.0,8.16143928143769,"lenta.ru"
"http://lenta.ru/news/2015/12/16/ships/",19.0,8.158620707885866,"lenta.ru"
"http://lenta.ru/news/2015/12/13/iq/",7.0,8.143821658913781,"lenta.ru"
"http://lenta.ru/news/2015/12/16/fermi/",5.0,8.06541310356227,"lenta.ru"
"http://lenta.ru/news/2015/12/15/independence_day/",3.0,8.048718581893167,"lenta.ru"
"http://lenta.ru/news/2015/12/14/sara/",6.0,8.015246732894452,"lenta.ru"
"http://lenta.ru/news/2015/12/16/alfausd80/",5.0,7.885558620760042,"lenta.ru"
"http://lenta.ru/news/2015/12/16/killer/",6.0,7.818047521474491,"lenta.ru"
"http://lenta.ru/news/2015/12/15/sign/",4.0,7.7663847199116605,"lenta.ru"
"http://lenta.ru/news/2015/12/15/saakashvili/",4.0,7.7645530439970365,"lenta.ru"
"http://lenta.ru/news/2015/12/17/kudrin/",2.0,7.754646870244234,"lenta.ru"
"http://lenta.ru/news/2015/12/14/roydjonsfail/",4.0,7.698375754118833,"lenta.ru"
"http://lenta.ru/news/2015/12/16/vulkan/",2.0,7.673624057121716,"lenta.ru"
"http://lenta.ru/news/2015/12/14/mikhailov/",2.0,7.661926946638174,"lenta.ru"
"http://lenta.ru/news/2015/12/15/googlenowontap/",6.0,7.656532122871409,"lenta.ru"
"http://lenta.ru/news/2015/12/16/plane/",2.0,7.6466738314861304,"lenta.ru"
"http://lenta.ru/news/2015/12/15/metro/",2.0,7.605309631127127,"lenta.ru"
"http://lenta.ru/news/2015/12/15/poezdheavy/",4.0,7.526337763928387,"lenta.ru"
"http://lenta.ru/news/2015/12/16/starwars/",3.0,7.512354733023323,"lenta.ru"
"http://lenta.ru/news/2015/12/13/moon/",3.0,7.5055513584859,"lenta.ru"
"http://lenta.ru/news/2015/12/12/oil30/",5.0,7.487489570517082,"lenta.ru"
"http://lenta.ru/news/2015/12/12/trash/",8.0,7.484715266736244,"lenta.ru"
"http://lenta.ru/news/2015/12/16/russianmed/",2.0,7.479571022464274,"lenta.ru"
"http://lenta.ru/news/2015/12/15/cafe/",2.0,7.449151248461049,"lenta.ru"
"http://lenta.ru/news/2015/12/14/megafon/",2.0,7.440681566153567,"lenta.ru"
"http://lenta.ru/news/2015/12/14/starwars/",2.0,7.415469789029187,"lenta.ru"
"http://lenta.ru/news/2015/12/14/malaysia/",2.0,7.399528366822752,"lenta.ru"
"http://lenta.ru/news/2015/12/14/lhc/",6.0,7.391523780713233,"lenta.ru"
"http://lenta.ru/news/2015/12/12/drozdov/",5.0,7.371670113453045,"lenta.ru"
"http://lenta.ru/news/2015/12/16/saudi_lol/",3.0,7.360756974942416,"lenta.ru"
"http://lenta.ru/news/2015/12/14/murder/",4.0,7.359847655054826,"lenta.ru"
"http://lenta.ru/news/2015/12/13/twitter_hiker/",11.0,7.334042485097658,"lenta.ru"
"http://lenta.ru/news/2015/12/16/thatch/",2.0,7.33058391301333,"lenta.ru"
"http://lenta.ru/news/2015/12/13/saudilady/",3.0,7.325400075355428,"lenta.ru"
"http://lenta.ru/news/2015/12/16/icetown/",2.0,7.318176352513768,"lenta.ru"
"http://lenta.ru/news/2015/12/13/nabiullina/",25.0,7.317444263606907,"lenta.ru"
"http://lenta.ru/news/2015/12/14/resignation/",10.0,7.2855865170929945,"lenta.ru"
"http://lenta.ru/news/2015/12/13/katushacycling/",1.0,7.206324480254259,"lenta.ru"
"http://lenta.ru/news/2015/12/14/muskww/",3.0,7.1974386337254295,"lenta.ru"
"http://lenta.ru/news/2015/12/13/mid_irak/",4.0,7.184916782071552,"lenta.ru"
"http://lenta.ru/news/2015/12/15/explosion/",3.0,7.18231324385148,"lenta.ru"
"http://lenta.ru/news/2015/12/14/latvia/",3.0,7.157662191534756,"lenta.ru"
"http://lenta.ru/news/2015/12/14/taken_for_nato/",2.0,7.156807945109925,"lenta.ru"
"http://lenta.ru/news/2015/12/13/france/",3.0,7.151650511639453,"lenta.ru"
"http://lenta.ru/news/2015/12/12/neighbor/",1.0,7.137890792043104,"lenta.ru"
"http://lenta.ru/news/2015/12/12/velickovic/",3.0,7.107926470381364,"lenta.ru"
"http://lenta.ru/news/2015/12/16/penguinbrawl/",4.0,7.104607900312008,"lenta.ru"
"http://lenta.ru/news/2015/12/13/golodec/",5.0,7.089104553443016,"lenta.ru"
"http://lenta.ru/news/2015/12/14/independence_day/",4.0,7.079650713094755,"lenta.ru"
"http://lenta.ru/news/2015/12/12/ferdinand/",3.0,7.079474612798865,"lenta.ru"
"http://lenta.ru/news/2015/12/14/california/",1.0,7.068136943011835,"lenta.ru"
"http://lenta.ru/news/2015/12/16/marriage_just_after_divorce/",3.0,7.058821455701207,"lenta.ru"
"http://lenta.ru/news/2015/12/13/nazarbaev/",3.0,7.031831214449691,"lenta.ru"
"http://lenta.ru/news/2015/12/14/salary/",4.0,7.030421051199961,"lenta.ru"
"http://lenta.ru/news/2015/12/12/kabul/",4.0,7.029848573615829,"lenta.ru"
"http://lenta.ru/news/2015/12/13/mtv/",1.0,7.018051175933355,"lenta.ru"
"http://lenta.ru/news/2015/12/17/novosib/",1.0,7.017996131138591,"lenta.ru"
"http://lenta.ru/news/2015/12/13/moldova/",3.0,7.017019554820572,"lenta.ru"
"http://lenta.ru/news/2015/12/16/tshirt/",3.0,7.012671783113081,"lenta.ru"
"http://lenta.ru/news/2015/12/13/delo/",4.0,7.012319126348406,"lenta.ru"
"http://lenta.ru/news/2015/12/13/walmart/",6.0,6.990531035603926,"lenta.ru"
"http://lenta.ru/news/2015/12/14/three/",13.0,6.984434424708059,"lenta.ru"
"http://lenta.ru/news/2015/12/17/hodor_word/",6.0,6.9772791845100475,"lenta.ru"
"http://lenta.ru/news/2015/12/13/eurochekushka/",9.0,6.970028834193692,"lenta.ru"
"http://lenta.ru/news/2015/12/13/birmingem/",8.0,6.958329353266252,"lenta.ru"
"http://lenta.ru/news/2015/12/12/zakharova/",6.0,6.953254802311884,"lenta.ru"
"http://lenta.ru/news/2015/12/13/tapigas/",4.0,6.9366282660048,"lenta.ru"
"http://lenta.ru/news/2015/12/13/priora/",2.0,6.93662378636278,"lenta.ru"
